RecordNo,Time,ElapsedHrs,Feed Solid Flow,Feed BPL,Feed P80,Feed Solid Fraction,Cyclone Feed Solid Flow,Cyclone Feed BPL,Cyclone Feed P80,Cyclone Feed Solid Fraction,Cyclone Underflow Solid Flow,Cyclone Underflow BPL,Cyclone Underflow P80,Cyclone Underflow Solid Fraction,Ball Mill Discharge Solid Flow,Ball Mill Discharge BPL,Ball Mill Discharge P80,Ball Mill Discharge Solid Fraction,Output Slurry Solid Flow,Output Slurry BPL,Output Slurry P80,Output Slurry Solid Fraction,Process Water Solid Flow,Process Water Solid Fraction
1,00:16:00.000,0.267,544.16,69.865,374.75,54.779,1193.5,70.11,222.73,45.104,649.19,70.315,320.75,68,649.19,70.315,136.99,68,544.18,69.865,146.27,32.177,0,0
2,00:30:00.000,0.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.44,39.999,602.59,70.34,344.7,68,602.59,70.34,136.78,68,544.16,69.865,147.09,27.471,0,0
3,00:46:00.000,0.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.44,40,602.6,70.34,344.7,68,602.6,70.34,136.79,68,544.15,69.865,147.09,27.473,0,0
4,01:00:00.000,1.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
5,01:16:00.000,1.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
6,01:30:00.000,1.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
7,01:46:00.000,1.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
8,02:00:00.000,2.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
9,02:16:00.000,2.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
10,02:30:00.000,2.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
11,02:46:00.000,2.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
12,03:00:00.000,3.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
13,03:16:00.000,3.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
14,03:30:00.000,3.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
15,03:46:00.000,3.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
16,04:00:00.000,4.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
17,04:16:00.000,4.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
18,04:30:00.000,4.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
19,04:46:00.000,4.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
20,05:00:00.000,5.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
21,05:16:00.000,5.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
22,05:30:00.000,5.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
23,05:46:00.000,5.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
24,06:00:00.000,6.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
25,06:16:00.000,6.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
26,06:30:00.000,6.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
27,06:46:00.000,6.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
28,07:00:00.000,7.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
29,07:16:00.000,7.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
30,07:30:00.000,7.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
31,07:46:00.000,7.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
32,08:00:00.000,8.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
33,08:16:00.000,8.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
34,08:30:00.000,8.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
35,08:46:00.000,8.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
36,09:00:00.000,9.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
37,09:16:00.000,9.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
38,09:30:00.000,9.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
39,09:46:00.000,9.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
40,10:00:00.000,10.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
41,10:16:00.000,10.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
42,10:30:00.000,10.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
43,10:46:00.000,10.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
44,11:00:00.000,11.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
45,11:16:00.000,11.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
46,11:30:00.000,11.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
47,11:46:00.000,11.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
48,12:00:00.000,12.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
49,12:16:00.000,12.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
50,12:30:00.000,12.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
51,12:46:00.000,12.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
52,13:00:00.000,13.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
53,13:16:00.000,13.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
54,13:30:00.000,13.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
55,13:46:00.000,13.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
56,14:00:00.000,14.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
57,14:16:00.000,14.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
58,14:30:00.000,14.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
59,14:46:00.000,14.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
60,15:00:00.000,15.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
61,15:16:00.000,15.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
62,15:30:00.000,15.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
63,15:46:00.000,15.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
64,16:00:00.000,16.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
65,16:16:00.000,16.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
66,16:30:00.000,16.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
67,16:46:00.000,16.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
68,17:00:00.000,17.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
69,17:16:00.000,17.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
70,17:30:00.000,17.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
71,17:46:00.000,17.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
72,18:00:00.000,18.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
73,18:16:00.000,18.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
74,18:30:00.000,18.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
75,18:46:00.000,18.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
76,19:00:00.000,19.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
77,19:16:00.000,19.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
78,19:30:00.000,19.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
79,19:46:00.000,19.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
80,20:00:00.000,20.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
81,20:16:00.000,20.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
82,20:30:00.000,20.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
83,20:46:00.000,20.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
84,21:00:00.000,21.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
85,21:16:00.000,21.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
86,21:30:00.000,21.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
87,21:46:00.000,21.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
88,22:00:00.000,22.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
89,22:16:00.000,22.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
90,22:30:00.000,22.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
